id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
3V47MeZFqKMxBlxaF3wqRq,Las Mil y una Noches - Primera Fila Flans (En Vivo),48,254267,0,"['Ilse, Ivonne y Mimi']",['3d79GDviyp0nkS5hPDlBKX'],2014-9-30,0.659,0.798,3,-7.051,0,0.0277,0.00867,0,0.865,0.567,113.986,4
6nDodWA5cMsBsYxcogLVFR,Guri,41,250400,0,['Gaúcho Da Fronteira'],['0Vhz3C3dfsDd7qntznS6qR'],2007-1-18,0.361,0.58,4,-5.297,1,0.0612,0.529,0,0.209,0.564,203.986,4
33hdctt49iF30xjg7IpZb8,Amar como Jesus amou,50,312493,0,['Padre Marcelo Rossi'],['0BLa22ZCJcTxW78hoNlFA9'],2011-8-30,0.549,0.547,3,-8.611,1,0.0251,0.565,0,0.074,0.357,99.97,4
50KzUnn80DNmBJJPx0Rynn,Cocaína,47,298653,1,"['Sabotage', 'Sombra', 'Bastardo']","['5deK5HnwbEKvge2svL0i0B', '0OtKvGWjO3Caw35qz10qZC', '4THQhY6KKITR18F5KAvQYV']",2014-11-20,0.901,0.708,1,-7.171,0,0.27,0.133,0,0.171,0.805,90.978,4
3NzXYS0HZe26FLnklXpGjb,The New Year,0,210491,0,['Gardener'],['2zgKMjshZovsxt4v0XynHD'],2020-12-27,0.476,0.0689,0,-22.031,1,0.0481,0.967,0.388,0.0793,0.218,106.801,4
1lmcHmrnwCl21OcPRY3ZVb,Asas,54,274840,0,['Luedji Luna'],['0sWTkzCrdEvuX7Du6MFLzc'],2017-10-26,0.644,0.258,9,-16.057,1,0.033,0.941,0.0199,0.0937,0.354,93.818,3
2xK5QiyUZufKPSvB7bLHxa,Vem - Ao Vivo,55,194631,0,['Atitude 67'],['1vp5pm1DluN0sNXx4tMZzo'],2018-9-5,0.707,0.87,7,-5.404,1,0.106,0.609,0,0.479,0.803,176.033,4
4Kon7yTUS9zSf5Ev6iucGj,A Bela e a Fera 2,54,217263,0,"['Xam?', 'CMK']","['5YwzDz4RJfTiMHS4tdR5Lf', '6QmnOxsr8M6iD5Zqpb2src']",2018-5-24,0.696,0.629,0,-9.173,0,0.0916,0.349,0,0.309,0.416,95.032,4
5Taf5Hg5m31VoFXLplRAmn,Sua M?e Tá Nessa - Ao Vivo,70,164544,0,['Lauana Prado'],['6TYimByryGphZCtwYopH0y'],2020-10-15,0.701,0.753,5,-3.263,1,0.0318,0.177,0,0.842,0.702,108,4
0lp3u9nJusd5l8aKPAWELl,Mais Um,70,168258,0,"['Felipe Araújo', 'Matheus & Kauan']","['47uyFQHOD02S0lj9ptRpoB', '2Z0lRIqr997lIUiPtrpKCr']",2021-2-25,0.766,0.793,6,-4.427,1,0.0477,0.421,0,0.093,0.73,126.975,4
5hALSggfcyvBNLUHY8pvZd,Who's That Girl?,54,282067,1,['Eve'],['4d3yvTptO48nOYTPBcPFZC'],2001-1-1,0.782,0.861,3,-3.813,0,0.181,0.0158,0.000532,0.0675,0.518,96.458,4
2CJlJKDRC3QXz070NHwaQQ,Sorry For Party Rocking,42,203973,1,['LMFAO'],['3sgFRtyBnxXD5ESfmbK4dl'],2011-1-1,0.6,0.877,5,-4.351,1,0.165,0.00213,0,0.413,0.55,133.998,4
6SUocL0caib4mLHe8ZrZzi,Sun Comes Up (feat. James Arthur),62,232627,0,"['Rudimental', 'James Arthur']","['4WN5naL3ofxrVBgFpguzKo', '4IWBUUAFIplrNtaOHcJPRM']",2017-6-30,0.619,0.858,10,-5.28,1,0.0929,0.00791,0,0.173,0.23,106.017,4
5JmDlK78NxQiUF3dBThvRv,Diraba - Raba,33,414253,0,['Vetty Vera'],['16Y5sbfVzjIpoWksD5x32B'],1999-7-17,0.728,0.543,5,-10.082,0,0.0268,0.38,3.94E-05,0.153,0.836,102.552,4
4xXPYBSOErpgRy6wz0wsus,Jalan Datar,37,312760,0,['Adibal Sahrul'],['6cY6re9VEKEiZEsuAnEpEE'],2001-6-6,0.503,0.55,2,-6.737,0,0.0253,0.0296,4.09E-06,0.118,0.305,102.05,4
3jfHZP6CyqUZN1WlBr8so8,Surah An Naba,29,206213,0,['Saleh Illa Talib'],['2Z2Af1f3nx9QZqbEsbj08C'],2004-1-1,0.291,0.612,8,-6.204,0,0.0512,0.968,5.48E-06,0.66,0.504,66.489,3
2WlgmHVhh6O2tRAmshBd6M,You Are The Reason,54,203288,0,['Alex Porat'],['3aROeSNBd69DWHpcyyMOcI'],2020-1-24,0.362,0.0951,1,-11.421,1,0.0339,0.949,0,0.0964,0.255,171.105,3
5yTqY9rbuv1M6YAVxmKPVn,Mon ame,50,266387,0,"['Nekfeu', 'Sneazzy']","['4LXBc13z5EWsc5N32bLxfH', '1cA379ILgR07m7XQVXyP6Q']",2015-6-8,0.861,0.535,5,-7.554,0,0.0608,0.439,0,0.0684,0.704,106,4
7tWc8HZfqJSZoK7uukmw8X,Liquide,58,158295,1,"['Shay', 'Niska']","['3MNnSV5hDd2UzZzgqD8xlU', '7CUFPNi1TU8RowpnFRSsZV']",2019-5-10,0.715,0.626,1,-5.641,1,0.43,0.307,0,0.116,0.818,173.945,4
0Vnw5XZAHDiTSG1x29yox5,One,46,231867,0,['Johnny Cash'],['6kACVPfCOnqzgfEF5ryl0x'],2000-1-1,0.514,0.497,0,-8.146,1,0.0271,0.614,0.00418,0.387,0.417,93.836,4
4yBKrzpFKwpHZmBUfhpG3J,Si Te Vas,47,331840,0,"['Los Huayra', 'Abel Pintos']","['796YUyTCTkXZAZg4CLUoWl', '6HTUcOExehqydqa7C3usAa']",2013-7-11,0.359,0.776,2,-8.285,0,0.0356,0.0734,0.000832,0.811,0.357,155.005,4
5r77OVhROy8lMBSGlex5oP,La Vueltita,49,145580,0,['DJ Alan Gomez'],['6oMRQ5H3A2XA5I3RG3leni'],2018-12-25,0.757,0.482,0,-3.261,0,0.0794,0.0988,0.00206,0.142,0.469,152.634,3
36Bd1tTBgamtk1ewkneYND,Rocas,37,258933,0,"['Gran Rah', 'Jesteinritmos', 'Stailok', 'Portavoz']","['6JjrF0EnCW3Ylj9gj3FXWZ', '3ui11f5hyaFWgBjEkZxDak', '3raEZI89hszEBTTvb5wLsi', '271TPCWy79Q4utmSP6uSQg']",2012-9-10,0.633,0.912,6,-3.462,0,0.237,0.254,0,0.39,0.693,89.287,4
44yaZDMvWzC3Ki9N1CNZKc,Por Esa Mujer,27,228000,0,['Deszaire'],['45KlD9kfCouyPINcMgPfdQ'],2016-5-20,0.507,0.923,10,-2.314,1,0.107,0.0618,0,0.293,0.879,166.178,4
57lRiv0RlCe3xTwtuh4qiE,Lifesaver,52,238280,0,['Sunrise Avenue'],['1osZFzamKEXNoYk7HzWbDe'],2013-1-1,0.454,0.682,6,-5.031,1,0.032,0.00743,0,0.17,0.276,148.062,4
463oFGElXVcP8ueC72zvMj,Stoff und Schnaps,59,146000,1,"['Lil Kleine', 'Ronnie Flex']","['3AlRiyjMywTVNzTcHbf9QT', '5eir5zFJpES4j7gsymbVyl']",2016-7-8,0.941,0.807,11,-4.588,0,0.0564,0.0506,0,0.0833,0.761,120.041,4
4R6OANdWnhMM9Asu3zjxK6,Mesmerize,44,282493,1,"['Ja Rule', 'Ashanti']","['1J2VVASYAamtQ3Bt8wGgA6', '5rkVyNGXEgeUqKkB5ccK83']",2012-1-1,0.769,0.656,1,-6.561,1,0.181,0.0508,0,0.301,0.391,90.029,4
3n70FOlaW0hON3M81CPRBI,Golden Years,39,178253,0,['Bliss n Eso'],['1xSSjJrKTO2ZNPU81uLtmI'],2010-7-30,0.524,0.712,9,-7.453,0,0.0839,0.0955,0,0.0778,0.341,120.009,4
3XwIZQ9cHCNc0czvJka3II,092 - Todesflug - Teil 05,35,87760,0,['Die drei ???'],['3meJIgRw7YleJrmbpbJK6S'],2000-10-9,0.668,0.649,2,-10.23,0,0.94,0.239,0,0.549,0.275,85.726,3
0BAeOswy8zqael94JgdGFQ,Der Mai ist gekommen,47,113127,0,"['Simone Sommerland', 'Karsten Glück', 'Die Kita-Fr?sche']","['04yr1h3maDSKvM08pgOezF', '5Asmk7uzCjVJN77MLDnvma', '2yOGWPXuL8wG3F1q5FWmep']",2014-2-21,0.865,0.49,4,-6.465,1,0.0594,0.574,0,0.14,0.511,116.924,3
4evBstxz9WhpiWoIUGBSsf,Ha Megüt?m A Fonyereményt,18,220733,1,['Matyi Es A Hegedus'],['6scgON5Pva5MMPwmy5x538'],2005-1-1,0.745,0.976,0,-6.199,0,0.0777,0.0965,0,0.484,0.946,147.971,4
5rjQDCbzpreDnOdzDp42HM,Távol A Cél - From "Herkules",17,202307,0,['Zeneker Team'],['1TXx9NoJjeExS2JYSeaMay'],2005-1-1,0.181,0.237,9,-12.176,1,0.0329,0.922,0.00758,0.0984,0.169,84.046,4
7lBHNPEfBW3fXplZSPvncv,Kottaz?r,23,231902,1,['Akkezdet Phiai'],['54ARPDPoNgxDl5NbPzjQMh'],2010-4-20,0.761,0.86,10,-3.095,0,0.258,0.282,0,0.318,0.817,89.885,4
0Z550M9Lf8Nogp1oDdH2Bt,Звезда по имени Солнце,41,227400,0,"['Kino', 'Viktor Tsoi']","['2jkl2xJVm71azWAgZKyf42', '4dngB44yGo3ErubxhE1bUW']",2017-6-21,0.793,0.587,9,-9.331,0,0.0441,0.0085,0.00172,0.0474,0.968,117.693,4
6DpNW0DW16l92pLLOg9dzw,Kannukkulle,37,283680,0,['Unni Menon'],['1EYD74wB45dOQXt27hh144'],2000-5-22,0.705,0.495,7,-12.39,0,0.0367,0.265,5.73E-06,0.219,0.646,87.942,4
3Ngb9Ma9dVCSEXQUmBDC22,Por Besarte,40,217400,0,['LU'],['1G4QsyR9Fj6k8JJK233X8C'],2004-2-10,0.443,0.784,6,-4.433,0,0.0422,0.193,0,0.0717,0.525,176.06,4
2jlPMNMojBNtGZTnSuXItA,Something Wrong,37,208413,0,['Prateek Kuhad'],['0tC995Rfn9k2l7nqgCZsV7'],2011-7-15,0.564,0.384,9,-8.651,1,0.0289,0.729,1.76E-06,0.185,0.188,90.123,4
3XXWxfOUxY9L2R6vVpO05T,Milo Na Tum,49,211296,0,"['Lata Mangeshkar', 'Gajendra Verma']","['61JrslREXq98hurYL2hYoc', '1yzgJmZf5CxtFfGfRFm4Si']",2019-9-10,0.752,0.586,8,-6.526,1,0.0518,0.158,0.00651,0.253,0.3,92.009,4
77riTlvCLV3K8O0glNiQ8B,Surma Surma,56,215951,0,"['Guru Randhawa', 'Jay Sean', 'Vee']","['5rQoBDKFnd1n6BkdbgVaRL', '4pADjHPWyrlAF0FA7joK2H', '5aLCSARkIADqbSrMOrunOH']",2020-2-18,0.734,0.909,10,-4.4,0,0.124,0.258,0,0.0657,0.691,95.989,4
4cLxkArYkff75dA4RsRYxe,Ocelova Parta,34,298733,0,['Dymytry'],['74jZjGsZ4aBEZbtrvytbIZ'],2012-8-15,0.543,0.981,0,-3.716,1,0.11,7.84E-05,0.000919,0.34,0.327,125.002,4
6XwHT7kHW1zAbvLvKR3bqD,Huwad,40,298813,0,['Crazy As Pinoy'],['499yCKP09gv5RgTRaPQfBn'],2005-1-24,0.868,0.417,0,-8.935,1,0.106,0.0835,0,0.127,0.504,143.944,4
5RsBwPzaG3gZJIQ3TuH1T8,Vacuum Cleaner Sound (Soft),51,160704,0,['ASMR Baby Sleep Sounds'],['1z1W2I5RQoKCphriISKeeJ'],2019-12-18,0,0.000137,0,-13.265,1,0,0.619,0.993,0.261,0,0,0
2Jg7M6GgJkBUhk1CxRgtGF,L?kke ??res,17,205333,0,['Mikk M?e'],['5VwaZFgNvI1CNujMKYTqPs'],2015-12-3,0.644,0.768,6,-3.997,1,0.0358,0.0295,2.13E-06,0.332,0.437,121.428,4
6DtR1O5yAZx7rlMgTBzh8S,Las Venturas,33,168587,0,['Nublu'],['2cNMMulo6S2a0tHrwX2s6i'],2020-12-14,0.714,0.767,11,-6.884,0,0.0925,0.0141,0.00294,0.363,0.515,94.982,4
22SA1mTprNP16iM0FnV4VH,パ`ル - Remastered,29,224267,0,['THE YELLOW MONKEY'],['1xCdTZ5Wu70H6YwsmpgmHg'],2000-7-6,0.467,0.941,11,-3.553,1,0.0635,1.63E-05,0,0.264,0.593,123.005,4
2DP1HBd70hKwgNxQwMaG8z,The Scare Floor,28,161333,0,['Randy Newman'],['3HQyFCFFfJO3KKBlUfZsyW'],2002-3-6,0.584,0.355,2,-9.782,1,0.0281,0.495,0.375,0.106,0.399,99.861,4
0CFnq5TCb4GATWT3MLRsNA,Ride Wit tha D.S.C.~Just Like Me~,23,292733,0,['DS455'],['0Ga0SLTYwytw9auNwyqBQF'],2002,0.845,0.675,6,-3.303,0,0.0646,0.103,1.39E-05,0.133,0.776,89.99,4
2Uyz4r0IwXlZIVbkTEASPk,rise,46,328161,0,['Origa'],['08pXfHf1e4hLeDz1BgmOqL'],2011-3-30,0.461,0.945,5,-7.287,0,0.153,0.00595,0.000229,0.327,0.342,146.082,4
6mMCJ2M6FiU7Sp2I3Aek37,S.D.I - 2012 remaster,7,255960,0,['LOUDNESS'],['2bjzKs28cL5EVKB0xqUGuJ'],2012-1-18,0.306,0.997,2,-3.997,1,0.144,2.30E-06,0.512,0.386,0.259,141.524,4
0BYIoZmj58ibykXiHWRIwZ,words,36,354493,0,['Aimer'],['0bAsR2unSRpn6BQPEnNlZm'],2013-11-20,0.426,0.606,6,-7.481,1,0.04,0.0919,0,0.365,0.391,139.993,4
0s4EvyKyMjbQs2fdTHAHFs,Roly-poly 2|ダンゴムシの脱皮,0,44480,0,['Ryuichi Sakamoto'],['1tcgfoMTT1szjUeaikxRjA'],2015-1-17,0.399,0.263,4,-20.54,1,0.0692,0.979,0.85,0.103,0.0361,66.747,1
5lwgvPvJy36aZRsqeOtm7C,IMPACT,40,265040,0,['UVERworld'],['6m14xgA0m3w92UM7ujJgky'],2014-7-2,0.541,0.92,2,-5.323,0,0.151,0.000462,0,0.298,0.395,137.017,4
6glcoO077gTGhgdVI9X5wA,ミスタ`?ブル`スカイ,51,233891,0,['Macaroni Empitsu'],['1t17z3vfuc82cxSDMrvryJ'],2017-12-7,0.387,0.847,3,-2.835,1,0.0468,0.0726,0,0.0808,0.535,117.914,3
2Gmyw5Vg2X5YW2lM3OC7nD,春を告げる,75,196497,0,['yama'],['7kOrrFIBIBc8uCu2zbxbLv'],2020-4-17,0.548,0.871,11,-5.377,1,0.123,0.0397,0,0.357,0.487,120.009,4
3e3cihnKkrHu09K8ebXYHf,Somebody's Somebody,23,190964,0,['Daniel Balthasar'],['1XRJpXCqBW76nqLsPPtggS'],2020-12-11,0.721,0.619,9,-9.693,1,0.0305,0.0395,2.47E-05,0.0778,0.918,130.042,4
3iy303m0jEXopCeXACJW7D,Przesta ?ni?,17,391827,0,['Brygada Kryzys'],['7E5FxSmZclVL7goPlQXQIe'],1999-12-31,0.375,0.976,4,-9.179,0,0.0834,5.93E-06,0.923,0.075,0.251,90.035,4
02y0UFWvFdMf9dHORF66j9,Zaszczyt nam przyniesie to - z filmu "Mulan"/?cie?ka d?wi?kowa polskiej wersji,31,183360,0,"['Miroslawa Krajewska', 'Teresa Lipowska', 'Katarzyna Pysiak', 'Chór Zenski']","['2M8Yt7Frxye2UG3jBjZWqy', '6IwOXbMWNfaOa469Xuv9Er', '5u8LBEh8ngrQ4MSB9ELMm6', '13V5jPZ5k5UZtqorNvQ4f5']",2003-1-1,0.528,0.428,7,-11.73,1,0.0426,0.267,0,0.0771,0.583,84.065,4
3NqIRPzfhTT1sXoEwJNuYd,Tak Blisko,40,182573,0,['Rafa? Brzozowski'],['1ga5PpNASlqWvEPJZW3r7N'],2012-1-1,0.708,0.776,2,-6.433,1,0.03,0.0343,1.95E-06,0.263,0.848,99.032,4
4Bic84zcccMWK9QaN6Wxed,Ibiza,52,126793,1,"['BLACHA', 'Chivas']","['71tiWMKZ5wpl6E0BdwVQza', '1fZAAHNWdSM5gqbi9o5iEA']",2020-9-2,0.733,0.669,5,-8.587,0,0.085,0.504,1.13E-06,0.222,0.631,144.979,4
3k3KreYBi1P4TBD5yh0K8U,Feelin' So Good (feat. Big Pun & Fat Joe),35,325867,0,"['Jennifer Lopez', 'Big Pun', 'Fat Joe']","['2DlGxzQSjYe5N6G9nkYghR', '2Xu7q46Hf02xOoEIm4E1Qs', '3ScY9CQxNLQei8Umvpx5g6']",1999-4-20,0.736,0.839,10,-7.957,0,0.059,0.0044,0.00762,0.0742,0.86,107.754,4
0GwJjZU6g9hahAxoqu0VUv,Yakap,36,216973,0,['Junior'],['5g3B6vce2x5AGRetu3ViYv'],2008-3-5,0.615,0.481,7,-8.886,1,0.0238,0.589,2.88E-06,0.0518,0.404,99.358,4
6bcYu9lbCHcPgL3pkkvgwN,"Rockenroll, bl?a ?gon - Igen",36,246467,0,['H?kan Hellstr?m'],['3H7Ez7cwaYw4L3ELy4v3Lc'],2002-10-28,0.345,0.492,9,-6.531,1,0.036,0.874,0.00114,0.0895,0.346,129.531,3
19RCzCRRAaIVVSf2WDtVRB,Bakom Spegeln,38,172133,0,['Radioaktiva R?ker'],['7j4RimWxVqLWTtWtmEf2Qd'],2003-8-1,0.292,0.831,9,-4.216,1,0.0384,0.0577,1.21E-05,0.174,0.546,174.032,4
6JxtniBLCc0R8fqEjqztzC,Upp och hoppa (feat. Headline),39,161080,0,"['Frida', 'Headline']","['29arE7CIm3KL75GqajaVa7', '328qSw6uVNpOOElUjOjuFt']",2008,0.764,0.903,7,-4.762,1,0.112,0.32,0,0.25,0.964,110.026,4
3BvheqhKGQgFMSiiJh6ayj,Bleeding Out,49,221053,0,['Imagine Dragons'],['53XhwfbYqKCa1cC15pYq2q'],2012-9-4,0.299,0.754,5,-4.078,0,0.0732,0.0195,1.30E-06,0.103,0.295,169.373,4
64ppdJ0fax7OJjWPDWPxC8,Utanf?r din d?rr,43,243053,0,['Stiftelsen'],['00PLVqZ4oaOmbI4lacLUBO'],2013-1-1,0.714,0.707,6,-5.424,0,0.0245,0.269,1.57E-06,0.0846,0.175,109.991,4
2Q4yLtjb95bCqmdZjBie8w,Fest i hela huset - feat. Sweden Big Brother House,45,171093,0,['Basshunter'],['37DdwREpvvQHmGLFEZ4h0Q'],2013-7-22,0.722,0.915,0,-3.319,0,0.0532,0.0401,0.00512,0.175,0.646,135.063,4
2w2MYmJ9RZf94DgTJeMYTl,Standard,42,124706,1,['ODZ'],['295SPRt7YTtIPdYoMkkF7K'],2015-7-23,0.787,0.421,7,-13.543,1,0.359,0.378,0,0.0885,0.552,101.841,4
